,Sample,208Pb,,23Na,25Mg,27Al,28Si,31P,PO4,34S,35Cl,39K,43Ca,47Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,65Cu,66Zn,75As,78Se,88Sr,95Mo,107Ag,111Cd,112Sn,137Ba,238U,bottle_number,date_collected
88,162,4.636,,4653,7839,21.41,1307.0,1318.0,4.039965773329028,22.15,9.558,980.7,27630.0,2.605,0.5,0.5,167.9,3.431,0.5,0.5,27.65,46.47,0.5,0.5,90.31,0.5,0.5,0.5,0.5,13.13,0.5,bottle3,2016-03-01
89,163,0.5,,4688,7921,12.59,1318.0,1283.0,3.9326829189538266,21.52,9.561,991.5,27700.0,2.509,0.5,0.5,15.26,1.31,0.5,0.5,1.362,78.91,0.5,0.5,89.74,0.5,0.5,0.5,0.5,12.49,0.5,bottle3,2016-03-01
90,165,0.5,,4797,8124,3.071,1361.0,1055.0,3.233811753309655,23.51,9.839,1021.0,28940.0,2.019,0.5,0.5,239.7,7.074,0.5,0.5,1.51,34.6,0.5,0.5,93.6,0.5,0.5,0.5,0.5,11.75,0.5,bottle3,2016-03-01
91,167,0.5,,4712,7885,12.83,1323.0,1277.0,3.9142915724895064,21.84,9.862,1001.0,27910.0,2.554,0.5,0.5,14.71,1.121,0.5,0.5,3.501,39.04,0.5,0.5,91.1,0.5,0.5,0.5,0.5,12.87,0.5,bottle3,2016-03-01
92,168,0.5,,4639,7779,12.63,1298.0,1245.0,3.8162043913464645,21.47,9.707,979.5,27600.0,2.401,0.5,0.5,14.66,1.124,0.5,0.5,7.63,6.147,0.5,0.5,90.74,0.5,0.5,0.5,0.5,12.78,0.5,bottle3,2016-03-01
93,169,7.459,,4740,8133,214.7,1450.0,1294.0,3.9664003874717473,21.75,10.46,1035.0,26910.0,2.14,0.5,0.5,329.7,13.26,0.5,0.5,19.24,65.1,0.5,0.5,89.15,0.5,0.5,0.5,0.5,15.55,0.5,bottle3,2016-03-01
94,171,0.5,,4452,7597,9.122,1441.0,1149.0,3.52194284791734,22.37,9.813,1018.0,26430.0,1.912,0.5,0.5,45.55,1.78,0.5,0.5,8.219,1.932,0.5,0.5,86.52,0.5,0.5,0.5,0.5,12.2,0.5,bottle3,2016-03-01
95,172,0.5,,4846,7899,32.07,1316.0,1286.0,3.9418785921859874,21.62,10.42,1024.0,27820.0,2.583,0.5,0.5,22.82,1.075,0.5,0.5,4.762,1.561,0.5,0.5,91.41,0.5,0.5,0.5,0.5,13.83,0.5,bottle3,2016-03-01
96,174,1.998,,4693,7618,14.14,1392.0,1130.0,3.463703584113659,22.85,10.63,1039.0,26780.0,2.071,0.5,0.5,35.21,1.778,0.5,0.5,3.855,2.643,0.5,0.5,88.12,0.5,0.5,0.5,0.5,12.12,0.5,bottle3,2016-03-01
97,178,0.5,,4387,7781,12.07,1431.0,1154.0,3.53726896997094,22.2,9.454,993.8,26460.0,2.026,0.5,0.5,23.47,0.5,0.5,0.5,4.52,2.92,0.5,0.5,88.09,0.5,0.5,0.5,0.5,12.66,0.5,bottle3,2016-03-01
98,179,0.5,,4367,7736,9.427,1392.0,1087.0,3.3318989344526964,21.18,9.355,988.8,26420.0,1.812,0.5,0.5,58.7,1.407,0.5,0.5,15.43,6.488,0.5,0.5,87.53,0.5,0.5,0.5,0.5,12.19,0.5,bottle3,2016-03-01
99,192,1.194,,4426,7783,11.15,1344.0,1194.0,3.659877946399742,21.81,9.544,1012.0,26700.0,1.986,0.5,0.5,18.18,1.379,0.5,0.5,3.015,3.862,0.5,0.5,88.4,0.5,0.5,0.5,0.5,12.5,0.5,bottle3,2016-03-01
100,195,0.5,,4446,7586,6.832,1394.0,1116.0,3.420790442363578,22.12,9.853,1004.0,25890.0,2.009,0.5,0.5,87.86,2.832,0.5,0.5,11.82,7.745,0.5,0.5,86.07,0.5,0.5,0.5,0.5,11.64,0.5,bottle3,2016-03-01
101,200,0.5,,4557,7646,9.966,1318.0,1256.0,3.849921859864385,20.79,9.286,973.0,27530.0,2.56,0.5,0.5,6.811,0.5,0.5,0.5,7.287,0.5,0.5,0.5,90.2,0.5,0.5,0.5,0.5,12.79,0.5,bottle3,2016-03-01
102,201,0.5,,4393,7552,13.8,1364.0,1188.0,3.641486599935422,22.03,9.513,977.6,25580.0,2.005,0.5,0.5,20.07,0.5,0.5,0.5,2.03,77.91,0.5,0.5,85.48,0.5,0.5,0.5,0.5,12.3,0.5,bottle3,2016-03-01
103,202,0.5,,4426,7856,7.877,1399.0,1111.0,3.4054643203099775,22.02,9.608,1009.0,26830.0,1.806,0.5,0.5,29.69,1.442,0.5,0.5,4.394,4.534,0.5,0.5,88.01,0.5,0.5,0.5,0.5,11.94,0.5,bottle3,2016-03-01
104,205,5.103,,4797,7846,12.57,1383.0,1194.0,3.659877946399742,22.4,9.947,1068.0,26170.0,1.799,0.5,0.5,64.46,2.199,0.5,0.5,1.632,137.7,0.5,0.5,82.89,0.5,0.5,0.5,0.5,11.19,0.5,bottle3,2016-03-01
105,210,0.5,,4383,7787,10.63,1329.0,1205.0,3.6935954149176626,21.6,9.366,1014.0,26620.0,2.064,0.5,0.5,22.03,1.674,0.5,0.5,0.5,1.919,0.5,0.5,88.33,0.5,0.5,0.5,0.5,12.55,0.5,bottle3,2016-03-01
106,212,0.5,,4424,7459,5.333,1427.0,1032.0,3.163311591863094,22.18,9.712,1001.0,26760.0,1.934,0.5,0.5,79.19,1.725,0.5,0.5,96.78,32.91,0.5,0.5,87.23,0.5,0.5,0.5,0.5,10.9,0.5,bottle3,2016-03-01
107,214,0.5,,4774,7882,14.23,1327.0,1192.0,3.653747497578302,21.87,10.16,996.7,27910.0,2.458,0.5,0.5,27.9,1.297,0.5,0.5,2.952,20.28,0.5,0.5,91.34,0.5,0.5,0.5,0.5,12.81,0.5,bottle3,2016-03-01
108,215,0.5,,4473,7660,11.27,1376.0,1159.0,3.5525950920245406,22.37,9.912,1007.0,26280.0,2.183,0.5,0.5,25.69,2.044,0.5,0.5,5.778,1.353,0.5,0.5,87.59,0.5,0.5,0.5,0.5,12.1,0.5,bottle3,2016-03-01
109,216,0.5,,4591,7738,7.95,1310.0,1237.0,3.791682596060704,21.27,9.399,962.2,27400.0,2.583,0.5,4.668,61.43,2.181,0.5,0.5,4.846,0.5,0.5,0.5,90.33,0.5,0.5,0.5,0.5,12.4,0.5,bottle3,2016-03-01
110,218,0.5,,4487,7986,13.14,1386.0,1238.0,3.7947478204714242,22.62,9.651,1006.0,26550.0,2.095,0.5,0.5,14.56,0.5,0.5,0.5,3.49,2.531,0.5,0.5,88.03,0.5,0.5,0.5,0.5,12.78,0.5,bottle3,2016-03-01
111,219,0.5,,4356,7736,20.1,1336.0,1210.0,3.7089215369712627,21.21,9.296,982.8,26110.0,2.025,0.5,0.5,35.8,1.265,0.5,0.5,9.469,11.22,0.5,0.5,87.58,0.5,0.5,0.5,0.5,12.67,0.5,bottle3,2016-03-01
112,220,0.5,,4390,7801,9.278,1394.0,1111.0,3.4054643203099775,21.63,9.511,991.2,26700.0,1.855,0.5,0.5,56.92,2.085,0.5,0.5,19.63,0.5,0.5,0.5,87.43,0.5,0.5,0.5,0.5,11.74,0.5,bottle3,2016-03-01
113,222,1.207,,4495,7696,19.31,1383.0,1192.0,3.653747497578302,23.82,10.01,1009.0,26540.0,2.309,0.5,0.5,21.3,1.269,0.5,0.5,0.5,42.04,0.5,0.5,88.32,0.5,0.5,0.5,0.5,12.78,0.5,bottle3,2016-03-01
114,224,0.5,,4752,7772,15.11,1347.0,1294.0,3.9664003874717473,22.27,9.804,1076.0,26160.0,2.162,0.5,0.5,17.52,0.5,0.5,0.5,4.15,39.12,0.5,0.5,83.91,0.5,0.5,0.5,0.5,12.72,0.5,bottle3,2016-03-01
115,226,0.5,,4419,7849,17.56,1376.0,1090.0,3.3410946076848567,21.51,9.427,976.3,26210.0,1.787,0.5,0.5,90.68,2.586,0.5,0.5,11.51,19.28,0.5,0.5,86.93,0.5,0.5,0.5,0.5,12.03,0.5,bottle3,2016-03-01
116,227,0.5,,4402,7518,19.65,1369.0,1235.0,3.785552147239264,22.24,9.6,1006.0,26090.0,2.197,0.5,0.5,42.58,1.357,0.5,0.5,3.976,0.5,0.5,0.5,86.71,0.5,0.5,0.5,0.5,12.61,0.5,bottle3,2016-03-01
117,230,0.5,,4548,7573,5.211,1406.0,1050.0,3.2184856312560544,22.18,10.24,1019.0,26480.0,1.826,0.5,0.5,129.0,8.803,0.5,0.5,8.524,2.771,0.5,0.5,86.84,0.5,0.5,0.5,0.5,11.04,0.5,bottle3,2016-03-01
118,231,2.149,,4551,7667,33.19,1328.0,1301.0,3.9878569583467876,20.68,9.33,966.3,27140.0,2.673,0.5,0.5,21.17,1.437,0.5,0.5,4.035,46.76,0.5,0.5,90.26,0.5,0.5,0.5,0.5,13.34,0.5,bottle3,2016-03-01
119,237,0.5,,4486,7926,14.12,1362.0,1230.0,3.7702260251856643,23.37,9.886,1007.0,26620.0,2.173,0.5,0.5,16.64,0.5,0.5,0.5,13.28,1.933,0.5,0.5,87.95,0.5,0.5,0.5,0.5,12.94,0.5,bottle3,2016-03-01
120,238,0.5,,4402,7821,12.38,1347.0,1160.0,3.55566031643526,21.19,9.438,1000.0,26150.0,2.028,0.5,0.5,43.42,1.964,0.5,0.5,3.759,34.34,0.5,0.5,87.55,0.5,0.5,0.5,0.5,12.69,0.5,bottle3,2016-03-01
121,240,1.478,,4770,7873,41.52,1357.0,1196.0,3.6660083952211826,21.67,10.06,1008.0,27620.0,2.474,0.5,0.5,13.94,0.5,0.5,0.5,4.5,2.533,0.5,0.5,91.89,0.5,0.5,0.5,0.5,13.26,0.5,bottle3,2016-03-01
122,241,0.5,,4512,7928,8.387,1386.0,1016.0,3.1142680012915727,21.45,9.781,1000.0,26790.0,1.524,0.5,0.5,145.8,9.006,0.5,0.5,12.0,4.318,0.5,0.5,87.3,0.5,0.5,0.5,0.5,11.41,0.5,bottle3,2016-03-01
123,242,1.247,,4736,7892,7.464,1324.0,1107.0,3.3932034226670975,21.09,9.827,995.0,27950.0,2.084,0.5,0.5,127.4,2.883,0.5,1.23,63.71,10.21,0.5,0.5,90.93,0.5,0.5,0.5,0.5,11.74,0.5,bottle3,2016-03-01
124,243,0.5,,4620,7783,7.826,1318.0,1178.0,3.610834355828221,21.21,9.355,977.2,27490.0,2.315,0.5,0.5,39.75,2.881,0.5,0.5,4.587,2.61,0.5,0.5,90.44,0.5,0.5,0.5,0.5,12.34,0.5,bottle3,2016-03-01
125,244,1.541,,4412,7830,24.65,1370.0,1244.0,3.813139166935745,22.17,9.476,991.1,25990.0,2.178,0.5,0.5,7.524,0.5,0.5,0.5,6.25,4.813,0.5,0.5,87.14,0.5,0.5,0.5,0.5,13.13,0.5,bottle3,2016-03-01
126,245,0.5,,4461,7863,7.965,1370.0,1031.0,3.1602463674523733,21.73,9.754,988.9,26390.0,1.722,0.5,0.5,108.7,7.148,0.5,0.5,14.89,9.433,0.5,0.5,86.14,0.5,0.5,0.5,0.5,11.0,0.5,bottle3,2016-03-01
127,247,0.5,,4612,7787,14.76,1280.0,1292.0,3.960269938650307,21.29,9.553,982.1,27390.0,2.57,0.5,0.5,16.82,1.111,0.5,0.5,4.509,3.992,0.5,0.5,89.64,0.5,0.5,0.5,0.5,12.37,0.5,bottle3,2016-03-01
128,249,0.5,,4840,7963,10.35,1338.0,1178.0,3.610834355828221,21.49,10.23,1016.0,27550.0,2.511,0.5,0.5,110.7,5.651,0.5,0.5,10.95,4.124,0.5,0.5,90.78,0.5,0.5,0.5,0.5,12.1,0.5,bottle3,2016-03-01
129,250,0.5,,4475,7902,18.08,1557.0,872.3,2.673795253471101,23.47,9.789,1031.0,26150.0,1.497,0.5,0.5,1.45,5.785,1.527,1.956,56.72,12.81,3.335,0.5,99.5,0.5,0.5,0.5,0.5,54.18,0.5,bottle3,2016-03-01
130,251,0.5,,4477,7627,10.81,1410.0,1172.0,3.5924430093639006,21.95,9.8,1021.0,25850.0,1.831,0.5,0.5,47.42,1.76,0.5,0.5,2.437,20.36,0.5,0.5,86.17,0.5,0.5,0.5,0.5,12.3,0.5,bottle3,2016-03-01
131,252,1.139,,4752,7864,20.61,1399.0,1221.0,3.7426390054891834,22.25,9.699,1063.0,26070.0,1.988,0.5,0.5,39.78,3.868,0.5,0.5,4.9,3.713,0.5,1.153,83.86,0.5,0.5,0.5,0.5,12.17,0.5,bottle3,2016-03-01
132,255,0.5,,4824,7923,6.662,1333.0,1106.0,3.390138198256377,21.37,10.17,1011.0,27970.0,2.116,0.5,0.5,78.49,4.461,0.5,0.5,7.193,3.391,0.5,0.5,91.31,0.5,0.5,0.5,0.5,11.34,0.5,bottle3,2016-03-01
133,256,0.5,,4583,7647,18.12,1378.0,1149.0,3.52194284791734,22.34,10.35,1024.0,26630.0,2.023,0.5,0.5,59.57,2.451,0.5,0.5,7.912,1.406,0.5,0.5,87.58,0.5,0.5,0.5,0.5,12.11,0.5,bottle3,2016-03-01
134,259,0.5,,4716,7789,16.12,1369.0,1202.0,3.6843997416855028,22.07,9.572,1049.0,26110.0,2.187,0.5,0.5,32.68,1.569,0.5,0.5,5.434,1.572,0.5,0.5,82.98,0.5,0.5,0.5,0.5,11.69,0.5,bottle3,2016-03-01
135,262,0.5,,4837,7811,9.398,1393.0,1184.0,3.6292257022925414,22.01,10.17,1076.0,26450.0,1.973,0.5,0.5,18.58,1.117,0.5,0.5,17.32,0.5,0.5,0.5,86.09,0.5,0.5,0.5,0.5,12.04,0.5,bottle3,2016-03-01
136,263,0.5,,4549,7891,13.54,1384.0,1052.0,3.2246160800774946,21.63,10.19,998.5,26460.0,1.756,0.5,0.5,82.99,2.748,0.5,0.5,1.712,155.8,0.5,0.5,87.86,0.5,0.5,0.5,0.5,11.98,0.5,bottle3,2016-03-01
137,264,0.5,,4621,7736,9.381,1385.0,1193.0,3.656812721989022,21.33,9.508,980.4,28580.0,2.475,0.5,0.5,6.222,0.5,0.5,0.5,5.511,1.102,0.5,0.5,90.71,0.5,0.5,0.5,0.5,12.76,0.5,bottle3,2016-03-01
138,265,1.619,,4919,7908,16.04,1384.0,1245.0,3.8162043913464645,22.55,10.21,1104.0,26410.0,2.215,0.5,0.5,21.77,1.024,0.5,0.5,4.807,52.86,0.5,0.5,83.38,0.5,0.5,0.5,0.5,12.15,0.5,bottle3,2016-03-01
139,266,0.5,,4344,7728,11.86,1358.0,1162.0,3.5617907652567,21.4,9.37,979.8,26080.0,1.983,0.5,0.5,40.87,1.793,0.5,0.5,6.816,4.081,0.5,0.5,86.78,0.5,0.5,0.5,0.5,12.61,0.5,bottle3,2016-03-01
140,267,0.5,,4712,7957,26.48,1306.0,1218.0,3.733443332257023,23.56,9.872,990.3,28460.0,2.832,0.5,0.5,70.88,3.584,0.5,0.5,15.71,2.827,0.5,0.5,92.51,0.5,0.5,0.5,0.5,12.78,0.5,bottle3,2016-03-01
141,269,0.5,,4753,7843,20.14,1375.0,1286.0,3.9418785921859874,22.07,9.695,1059.0,25890.0,2.141,0.5,0.5,3.97,0.5,0.5,0.5,2.557,39.51,0.5,0.5,83.19,0.5,0.5,0.5,0.5,12.6,0.5,bottle3,2016-03-01
142,270,0.5,,4362,7721,8.108,1348.0,1092.0,3.347225056506297,21.54,9.234,979.1,26260.0,1.86,0.5,0.5,63.09,1.769,0.5,0.5,13.26,3.349,0.5,0.5,87.09,0.5,0.5,0.5,0.5,11.97,0.5,bottle3,2016-03-01
143,273,0.5,,4660,7889,21.68,1329.0,1251.0,3.834595737810785,22.69,9.587,983.5,27820.0,2.503,0.5,0.5,87.15,3.177,0.5,0.5,7.29,3.302,0.5,0.5,91.17,0.5,0.5,0.5,0.5,13.38,0.5,bottle3,2016-03-01
144,276,0.5,,4778,7857,14.16,1388.0,1251.0,3.834595737810785,22.4,9.869,1074.0,26040.0,2.125,0.5,0.5,146.2,2.17,0.5,0.5,2.899,19.63,0.5,0.5,83.71,0.5,0.5,0.5,0.5,11.92,0.5,bottle3,2016-03-01
145,278,0.5,,4407,7785,12.47,1378.0,1140.0,3.4943558282208596,21.71,9.563,1010.0,26000.0,2.149,0.5,0.5,106.2,3.894,0.5,0.5,16.68,0.5,0.5,0.5,87.16,0.5,0.5,0.5,0.5,11.93,0.5,bottle3,2016-03-01
146,279,2.237,,4395,7867,9.527,1416.0,1028.0,3.151050694220214,22.5,9.534,997.4,26480.0,1.76,0.5,0.5,16.94,0.5,0.5,0.5,10.67,206.1,0.5,0.5,88.37,0.5,0.5,0.5,0.5,12.24,0.5,bottle3,2016-03-01
147,280,2.192,,4611,7721,31.48,1308.0,1148.0,3.51887762350662,20.47,9.521,963.0,27170.0,2.252,0.5,0.5,96.33,4.104,0.5,0.5,1.745,120.7,0.5,0.5,89.43,0.5,0.5,0.5,0.5,11.81,0.5,bottle3,2016-03-01
148,281,2.886,,4794,7773,15.51,1395.0,1302.0,3.990922182757508,22.69,9.903,1091.0,26440.0,2.205,0.5,0.5,19.31,0.5,0.5,1.29,91.31,15.05,0.5,0.5,87.66,0.5,0.5,0.5,0.5,14.28,0.5,bottle3,2016-03-01
149,283,0.5,,4346,7726,16.11,1349.0,1136.0,3.482094930577979,21.18,9.324,991.3,26210.0,1.921,0.5,0.5,43.36,2.109,0.5,0.5,2.249,162.4,0.5,0.5,88.11,0.5,0.5,0.5,0.5,12.73,0.5,bottle3,2016-03-01
150,285,0.5,,4531,8003,8.887,1531.0,1086.0,3.3288337100419767,24.24,9.944,1023.0,28240.0,1.938,0.5,0.5,27.55,0.5,0.5,0.5,8.896,8.331,0.5,0.5,90.43,0.5,0.5,0.5,0.5,12.32,0.5,bottle3,2016-03-01
151,286,0.5,,4455,7507,8.711,1363.0,1166.0,3.5740516628995804,22.3,9.935,1043.0,26370.0,1.984,0.5,0.5,63.38,2.55,0.5,0.5,13.18,3.646,0.5,0.5,86.5,0.5,0.5,0.5,0.5,11.52,0.5,bottle3,2016-03-01
152,287,0.5,,4617,7811,31.42,1309.0,1311.0,4.018509202453988,20.77,9.403,972.2,27180.0,2.483,0.5,0.5,30.79,1.493,0.5,1.16,4.764,13.09,0.5,0.5,89.9,0.5,0.5,0.5,0.5,13.16,0.5,bottle3,2016-03-01
153,289,0.5,,4993,7167,2.051,1757.0,580.8,1.780282337746206,16.97,7.679,1094.0,25290.0,0.5,0.5,0.5,430.0,40.12,0.5,0.5,26.24,4.509,0.5,0.5,73.3,0.5,0.5,0.5,0.5,9.651,0.5,bottle3,2016-03-01
154,292,1.316,,4476,7613,11.55,1415.0,1137.0,3.4851601549886992,22.48,9.651,1005.0,25900.0,1.966,0.5,0.5,34.8,1.44,0.5,0.5,3.411,105.3,0.5,0.5,86.26,0.5,0.5,0.5,0.5,11.53,0.5,bottle3,2016-03-01
155,293,0.5,,4597,7837,16.85,1286.0,1286.0,3.9418785921859874,21.67,9.518,969.6,27380.0,2.585,0.5,0.5,8.812,0.5,0.5,0.5,5.258,41.58,0.5,0.5,88.77,0.5,0.5,0.5,0.5,12.91,0.5,bottle3,2016-03-01
156,294,0.5,,4513,7718,139.5,1387.0,478.9,1.4679359702938328,23.2,9.88,1031.0,25960.0,0.5,0.5,0.5,114.5,5.573,0.5,0.5,14.39,36.92,0.5,0.5,90.11,0.5,0.5,0.5,0.5,11.67,0.5,bottle3,2016-03-01
157,295,16.3,,4426,7876,20.92,1483.0,895.2,2.7439888924765907,21.51,9.445,995.7,26310.0,1.394,0.5,0.5,89.11,2.584,0.5,0.5,138.4,79.23,0.5,0.5,87.13,0.5,0.5,0.5,0.5,11.86,0.5,bottle3,2016-03-01
158,296,0.5,,4437,7594,31.7,1424.0,1128.0,3.4575731352922183,22.08,9.671,995.4,25970.0,1.911,0.5,0.5,232.5,5.493,0.5,0.5,6.549,47.47,0.5,0.5,87.15,0.5,0.5,0.5,0.5,13.31,0.5,bottle3,2016-03-01
159,298,0.5,,4432,7774,18.18,1436.0,1145.0,3.509681950274459,22.39,9.708,1001.0,26360.0,1.898,0.5,0.5,83.19,2.934,0.5,0.5,3.575,2.468,0.5,0.5,86.85,0.5,0.5,0.5,0.5,11.75,0.5,bottle3,2016-03-01
160,299,0.5,,4694,7965,10.02,1347.0,1213.0,3.7181172102034235,22.62,9.582,995.4,27750.0,2.426,0.5,0.5,65.68,2.253,0.5,0.5,12.11,4.685,0.5,0.5,91.54,0.5,0.5,0.5,0.5,12.59,0.5,bottle3,2016-03-01
161,300,11.7,,6241,8912,1134.0,1521.0,1079.0,3.307377139166936,23.54,16.06,1273.0,25720.0,2.806,0.5,0.5,805.1,99.55,0.5,9.387,5368.0,435.4,0.5,0.5,85.02,0.5,0.5,0.5,1.829,20.16,0.5,bottle3,2016-03-01
0,2,1.78,,5306,7704,39.88,1014.0,966.3,2.961926348078786,18.43,11.03,973.4,24830.0,1.879,0.5,0.5,12.6,0.5,0.5,0.5,28.32,6.047,0.5,0.5,94.95,0.5,0.5,0.5,0.5,14.42,0.5,bottle3,2016-07-01
1,4,0.5,,5519,7192,15.42,1185.0,955.2,2.927902357119794,17.99,11.07,1049.0,27340.0,1.598,0.5,0.5,10.76,0.5,0.5,0.5,11.32,2.991,0.5,0.5,94.36,0.5,0.5,0.5,0.5,13.69,0.5,bottle3,2016-07-01
2,7,0.5,,5627,8224,16.55,1101.0,994.0,3.046833064255732,18.55,10.8,1059.0,27250.0,2.118,0.5,0.5,39.12,3.336,0.5,0.5,21.12,5.166,0.5,0.5,93.77,0.5,0.5,0.5,0.5,13.23,0.5,bottle3,2016-07-01
3,8,1.981,,4999,7680,40.24,1056.0,1068.0,3.2736596706490153,18.57,10.77,976.2,23410.0,1.699,0.5,0.5,20.62,0.5,0.5,0.5,5.491,3.733,0.5,0.5,92.45,0.5,0.5,0.5,0.5,13.92,0.5,bottle3,2016-07-01
4,9,0.5,,5544,7334,26.15,1042.0,1014.0,3.1081375524701325,17.95,11.05,1045.0,26600.0,1.614,0.5,0.5,8.724,1.128,0.5,0.5,8.841,8.044,0.5,0.5,92.8,0.5,0.5,0.5,0.5,14.33,0.5,bottle3,2016-07-01
5,12,0.5,,5269,7720,33.04,1032.0,992.7,3.042848272521796,18.28,10.56,961.2,24320.0,1.816,0.5,0.5,5.285,0.5,0.5,0.5,4.184,2.762,0.5,0.5,94.57,0.5,0.5,0.5,0.5,14.16,0.5,bottle3,2016-07-01
6,15,0.5,,5518,8267,28.57,1117.0,1038.0,3.181702938327414,19.13,11.0,1055.0,25990.0,2.026,0.5,0.5,45.92,2.139,0.5,0.5,7.414,5.833,0.5,0.5,93.77,0.5,0.5,0.5,0.5,13.72,0.5,bottle3,2016-07-01
7,16,0.5,,4961,7716,14.26,1088.0,1041.0,3.190898611559574,18.63,10.93,995.9,22560.0,1.441,0.5,0.5,0.5,1.362,0.5,0.5,2.016,18.55,0.5,0.5,92.38,0.5,0.5,0.5,0.5,13.54,0.5,bottle3,2016-07-01
8,17,1.232,,5253,7878,89.48,1108.0,1068.0,3.2736596706490153,19.19,11.58,1032.0,25450.0,1.544,0.5,0.5,45.53,2.298,0.5,0.5,5.636,43.45,0.5,0.5,95.15,0.5,0.5,0.5,0.5,14.12,0.5,bottle3,2016-07-01
9,18,1.525,,5644,8329,73.29,1061.0,1068.0,3.2736596706490153,19.4,11.17,1057.0,26210.0,2.05,0.5,0.5,4.797,0.5,0.5,0.5,2.418,25.12,0.5,0.5,92.5,0.5,0.5,0.5,0.5,13.99,0.5,bottle3,2016-07-01
10,19,0.5,,5626,8268,12.97,1093.0,976.7,2.993804681950275,18.5,10.96,1050.0,26740.0,2.01,0.5,0.5,10.97,0.5,0.5,0.5,36.26,10.88,0.5,0.5,93.28,0.5,0.5,0.5,0.5,12.82,0.5,bottle3,2016-07-01
11,21,0.5,,5599,8163,55.66,5098.0,988.2,3.029054762673556,17.67,10.54,2087.0,29340.0,2.491,0.5,0.5,0.5,0.5,0.5,0.5,2.026,4.821,0.5,0.5,58.45,0.5,0.5,0.5,0.5,1.619,0.5,bottle3,2016-07-01
12,22,0.5,,5107,7366,16.92,1280.0,862.7,2.6443690991281885,17.73,10.72,968.5,25730.0,1.527,0.5,0.5,20.19,0.5,0.5,0.5,56.67,0.5,0.5,0.5,96.94,0.5,0.5,0.5,0.5,13.87,0.5,bottle3,2016-07-01
13,25,1.259,,5014,7605,17.9,1205.0,962.0,2.9487458831126903,18.36,10.8,1003.0,23310.0,1.538,0.5,0.5,48.31,3.311,0.5,0.5,11.94,3.886,0.5,0.5,93.89,0.5,0.5,0.5,0.5,13.37,0.5,bottle3,2016-07-01
14,26,10.68,,4958,7667,21.86,1121.0,983.5,3.0146482079431713,18.38,10.88,998.1,23230.0,1.313,0.5,0.5,22.36,1.455,0.5,0.5,6.493,48.64,0.5,0.5,93.08,0.5,0.5,0.5,0.5,13.37,0.5,bottle3,2016-07-01
15,27,0.5,,4967,7595,10.17,1086.0,965.9,2.960700258314498,17.96,10.74,978.9,22560.0,1.308,0.5,0.5,25.68,1.023,0.5,0.5,11.17,4.949,0.5,0.5,93.12,0.5,0.5,0.5,0.5,13.15,0.5,bottle3,2016-07-01
16,28,0.5,,5038,7705,37.94,1058.0,1055.0,3.233811753309655,18.92,10.73,983.1,23700.0,1.662,0.5,0.5,6.26,0.5,0.5,0.5,0.5,172.6,0.5,0.5,92.7,0.5,0.5,0.5,0.5,13.55,0.5,bottle3,2016-07-01
17,31,0.5,,5712,8362,26.02,1026.0,996.1,3.0532700355182443,19.42,11.09,1066.0,26950.0,2.135,0.5,0.5,10.11,2.18,0.5,1.062,25.2,1.3,0.5,0.5,94.03,0.5,0.5,0.5,0.5,13.96,0.5,bottle3,2016-07-01
18,33,1.106,,5243,7581,18.8,1071.0,917.4,2.8120368743945754,18.07,11.0,1056.0,27110.0,1.729,0.5,0.5,26.26,1.134,0.5,0.5,10.38,0.5,0.5,0.5,92.85,0.5,0.5,0.5,0.5,12.99,0.5,bottle3,2016-07-01
19,35,1.236,,5176,7658,30.8,1011.0,951.4,2.916254504359057,17.7,10.65,975.8,24520.0,1.654,0.5,0.5,19.06,1.717,0.5,0.5,56.45,141.4,0.5,0.5,93.68,0.5,0.5,0.5,0.5,13.77,0.5,bottle3,2016-07-01
20,37,0.5,,5521,8244,25.3,1192.0,1069.0,3.276724895059736,19.08,10.91,1067.0,26640.0,2.169,0.5,0.5,8.089,0.5,0.5,0.5,4.839,4.633,0.5,0.5,94.7,0.5,0.5,0.5,0.5,13.99,0.5,bottle3,2016-07-01
21,40,0.5,,4706,6678,29.59,1219.0,1124.0,3.4453122376493384,22.33,13.53,861.4,24580.0,1.882,0.5,0.5,0.5,0.5,0.5,0.5,6.528,0.5,0.5,0.5,80.19,0.5,0.5,0.5,0.5,11.87,0.5,bottle3,2016-07-01
22,43,0.5,,5646,8354,36.28,1047.0,1059.0,3.2460726509525353,19.65,10.97,1069.0,26280.0,2.185,0.5,0.5,7.442,0.5,0.5,0.5,3.835,3.645,0.5,0.5,93.3,0.5,0.5,0.5,0.5,13.82,0.5,bottle3,2016-07-01
23,44,0.5,,5701,8389,25.41,1115.0,1067.0,3.2705944462382956,19.92,11.34,1087.0,27220.0,2.084,0.5,0.5,6.365,0.5,0.5,0.5,4.546,2.463,0.5,0.5,94.99,0.5,0.5,0.5,0.5,13.98,0.5,bottle3,2016-07-01
24,45,1.986,,4896,7533,19.67,1115.0,1034.0,3.1694420406845336,17.97,10.86,986.6,22070.0,1.354,0.5,0.5,48.51,0.5,0.5,0.5,9.882,148.0,0.5,0.5,94.93,0.5,0.5,0.5,0.5,14.84,0.5,bottle3,2016-07-01
